Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10026,Family Game Night 4: The Game Show,Ps3,2011.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11
10027,Retro Game Challenge,Ds,2007.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10028,Nba Jam 2002,Gba,2002.0,Sports,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11
10029,Every Extend Extra,Psp,2006.0,Shooter,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.11
10030,Shining Force Neo,Ps2,2005.0,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11
10031,Tony Hawk'S Pro Skater 5,Xone,2015.0,Sports,Activision,0.08,0.02,0.0,0.01,0.11
10032,Brain Quest: Grades 5 & 6,Ds,2008.0,Misc,Electronic Arts,0.11,0.0,0.0,0.01,0.11
10033,Singstar Latino,Ps3,2009.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.11
10034,Girl Time,Ds,2009.0,Simulation,Thq,0.11,0.0,0.0,0.01,0.11
10035,Army Men: Sarge'S War,Xb,2004.0,Shooter,Other Publishers,0.09,0.02,0.0,0.0,0.11
10036,Ultimate Mortal Kombat,Ds,2007.0,Fighting,Midway Games,0.09,0.01,0.0,0.01,0.11
10037,Pocket Soccer League: Calciobit,3Ds,2012.0,Sports,Nintendo,0.0,0.0,0.11,0.0,0.11
10038,Primal Rage,Ps,1994.0,Fighting,Other Publishers,0.06,0.04,0.0,0.01,0.11
10039,Fifa Street 2,Gc,2006.0,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11
10040,Dirt Rally,Xone,2016.0,Racing,Codemasters,0.03,0.08,0.0,0.01,0.11
10041,Heart Catch Precure! Oshare Collection,Ds,2010.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10042,Uefa Euro 2016,Ps3,2016.0,Sports,Konami Digital Entertainment,0.0,0.08,0.02,0.01,0.11
10043,Taito Legends,Ps2,2005.0,Misc,Empire Interactive,0.06,0.04,0.0,0.01,0.11
10044,Tom Clancy'S Rainbow Six: Rogue Spear,Gba,2002.0,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11
10045,Boombots,Ps,1999.0,Fighting,Other Publishers,0.06,0.04,0.0,0.01,0.11
10046,Monster Madness: Battle For Suburbia,X360,2007.0,Shooter,Other Publishers,0.1,0.0,0.0,0.01,0.11
10048,Fifa Soccer 06,Psp,2005.0,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11
10049,Life Is Strange,Xone,2016.0,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11
10050,Nfl Head Coach 09,X360,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11
10051,World Championship Rugby,Ps2,2004.0,Sports,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10052,Phantom Dust,Xb,2004.0,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11
10053,Shinseiki Evangelion: Koutetsu No Girlfriend,Ps,1998.0,Adventure,Other Publishers,0.0,0.0,0.11,0.01,0.11
10054,Shin Sangoku Musou: Multi Raid 2,Psp,2010.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10055,Taiko Drum Master: Tokumori!,Wiiu,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10056,Growlanser Generations,Ps2,2003.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11
10057,Mega Man Battle Chip Challenge,Gba,2003.0,Misc,Capcom,0.08,0.03,0.0,0.0,0.11
10058,Desktop Tower Defense,Ds,2009.0,Strategy,Thq,0.11,0.0,0.0,0.01,0.11
10059,Puyo Puyo Tetris,3Ds,2014.0,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11
10060,Pro Evolution Soccer 2014,Pc,2013.0,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11
10061,"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,Other Publishers,0.06,0.04,0.0,0.01,0.11
10062,The Settlers,Ds,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11
10063,Grease,Ds,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01,0.11
10064,My Sat Coach With The Princeton Review,Ds,2008.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11
10065,Family Fun Football,Wii,2009.0,Sports,Tecmo Koei,0.1,0.0,0.0,0.01,0.11
10066,Ring Of Red,Ps2,2000.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
10067,Cold Winter,Ps2,2005.0,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11
10068,International Track & Field 2000,Ps,1999.0,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
10069,The Hardy Boys: Treasure On The Tracks,Ds,2009.0,Adventure,Sega,0.11,0.0,0.0,0.01,0.11
10070,Pdc World Championship Darts: Pro Tour,Ps3,2010.0,Sports,Other Publishers,0.0,0.09,0.0,0.03,0.11
10071,Stubbs The Zombie In Rebel Without A Pulse,Xb,2005.0,Action,Thq,0.08,0.02,0.0,0.0,0.11
10072,Batman: Dark Tomorrow,Xb,2003.0,Action,Other Publishers,0.08,0.02,0.0,0.0,0.11
10073,Ping Pals,Ds,2004.0,Misc,Thq,0.1,0.0,0.0,0.01,0.11
10074,Fatal Frame: Maiden Of Black Water,Wiiu,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11
10075,Mysims Skyheroes,Ps3,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11
10076,Blood Drive,X360,2010.0,Racing,Activision,0.09,0.01,0.0,0.01,0.11
10077,18 Wheeler: American Pro Trucker,Gc,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11
10078,Jake Hunter Detective Story: Memories Of The Past,Ds,2007.0,Adventure,Other Publishers,0.06,0.0,0.05,0.0,0.11
10079,Start The Party! Save The World,Ps3,2011.0,Misc,Sony Computer Entertainment,0.0,0.09,0.0,0.03,0.11
10080,The King Of Fighters Xii,X360,2009.0,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11
10081,Digimon World Ds,Ds,2006.0,Role-Playing,Namco Bandai Games,0.1,0.0,0.0,0.01,0.11
10082,Naruto Ultimate Collection,Ps2,2008.0,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11
10083,The King Of Fighters '99,Ps,2000.0,Fighting,Other Publishers,0.0,0.0,0.11,0.01,0.11
10084,Mass Destruction,Ps,1997.0,Shooter,Other Publishers,0.06,0.04,0.0,0.01,0.11
10085,Bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11
10086,Batman: Rise Of Sin Tzu,Xb,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11
10087,Shinseiki Evangelion: Koutetsu No Girlfriend,Sat,1998.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
10088,Skylanders: Superchargers,3Ds,2015.0,Action,Activision,0.05,0.06,0.0,0.01,0.11
10089,Super Swing Golf Season 2,Wii,2007.0,Sports,Rising Star Games,0.08,0.0,0.03,0.01,0.11
10090,Queen'S Blade: Spiral Chaos,Psp,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10091,Jikkyou Powerful Pro Yakyuu '95,Ps,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01,0.11
10092,Spy Vs Spy,Xb,2005.0,Action,Other Publishers,0.08,0.02,0.0,0.0,0.11
10093,Coraline,Ps2,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11
10094,The Price Is Right: Decades,X360,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11
10095,Sega Touring Car Championship,Sat,1996.0,Racing,Sega,0.0,0.0,0.11,0.0,0.11
10096,Goldeneye: Rogue Agent,Ds,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11
10097,Jasf: Jane'S Advanced Strike Fighters,Ps3,2011.0,Simulation,Deep Silver,0.07,0.03,0.0,0.02,0.11
10098,Cake Mania,Ds,2007.0,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11
10099,Cold Fear,Ps2,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11
10100,Akiba'S Trip: Undead & Undressed,Ps4,2014.0,Action,Other Publishers,0.08,0.0,0.01,0.02,0.11
10101,Zangeki No Reginleiv,Wii,2010.0,Action,Nintendo,0.0,0.0,0.11,0.0,0.11
10102,Stronghold Kingdoms,Pc,2011.0,Strategy,Other Publishers,0.0,0.1,0.0,0.02,0.11
10103,Fabulous Finds,Ds,2009.0,Puzzle,Other Publishers,0.1,0.0,0.0,0.01,0.11
10104,Vacation Sports,Wii,2009.0,Sports,Ubisoft,0.1,0.01,0.0,0.01,0.11
10105,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,Ps2,2006.0,Misc,Other Publishers,0.0,0.0,0.11,0.0,0.11
10106,Pdc World Championship Darts: Pro Tour,Wii,2010.0,Sports,Other Publishers,0.0,0.1,0.0,0.01,0.11
10107,Pimp My Ride,Wii,2008.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11
10108,Surf'S Up,Psp,2007.0,Sports,Ubisoft,0.02,0.06,0.0,0.03,0.11
10109,Invizimals: The Lost Tribes,Psp,2011.0,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.04,0.11
10110,Let'S Play Garden,Ds,2010.0,Simulation,Deep Silver,0.11,0.0,0.0,0.01,0.11
10111,Nhl Hitz 20-03,Xb,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11
10112,Murakumo: Renegade Mech Pursuit,Xb,2002.0,Shooter,Other Publishers,0.04,0.01,0.06,0.0,0.11
10113,Heavy Fire: Afghanistan,Wii,2011.0,Shooter,Other Publishers,0.11,0.0,0.0,0.01,0.11
10114,Samurai Warriors 4-Ii,Ps4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11
10115,Open Season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11
10116,Wireway,Ds,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
10117,Gun Metal,Xb,2002.0,Shooter,Other Publishers,0.08,0.02,0.0,0.0,0.11
10118,Just In Time Translations,Ds,2009.0,Misc,Thq,0.1,0.0,0.0,0.01,0.11
10119,John Daly'S Prostroke Golf,Ps3,2010.0,Sports,Other Publishers,0.09,0.02,0.0,0.01,0.11
10120,Pro Yaky? Spirits 5,Ps3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10121,Samurai Warriors 4-Ii,Ps3,2015.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10122,Bloodrayne,Gc,2002.0,Shooter,Other Publishers,0.09,0.02,0.0,0.0,0.11
10123,The Hardy Boys: The Hidden Theft,Wii,2009.0,Adventure,Other Publishers,0.07,0.03,0.0,0.01,0.11
10124,Metal Slug 4 & 5,Ps2,2005.0,Shooter,Other Publishers,0.05,0.04,0.0,0.01,0.11
10125,Pac-Man And The Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11
10126,Ecw Anarchy Rulz,Ps,1999.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10127,Inuyasha: A Feudal Fairy Tale,Ps,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11
10128,Gem Quest: 4 Elements,Ds,2011.0,Puzzle,Other Publishers,0.05,0.05,0.0,0.01,0.11
10129,Funky Barn,3Ds,2012.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11
10130,J-League Winning Eleven 9: Asia Championship,Ps2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10131,Sabrina The Teenage Witch: Potion Commotion,Gba,2002.0,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11
10132,Pac-Man Pinball Advance,Gba,2005.0,Misc,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
10133,Pocket Pets,Ds,2007.0,Simulation,Other Publishers,0.1,0.0,0.0,0.01,0.11
10134,Yu Yu Hakusho: Tournament Tactics,Gba,2004.0,Strategy,Atari,0.08,0.03,0.0,0.0,0.11
10135,Home Run King,Gc,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.11
10136,Power Rangers: Super Legends,Ds,2007.0,Action,Disney Interactive Studios,0.08,0.03,0.0,0.01,0.11
10137,To Heart 2: Dungeon Travelers,Psp,2011.0,Adventure,Other Publishers,0.0,0.0,0.11,0.0,0.11
10138,Where The Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10139,Lost In Blue,Ds,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11
10140,Criminal Girls: Invite Only,Psv,2013.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.04,0.02,0.11
10141,Wwe All Stars,Ps2,2011.0,Fighting,Thq,0.05,0.04,0.0,0.01,0.11
10142,Mlb Power Pros,Ps2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10143,Truth Or Lies,X360,2010.0,Misc,Thq,0.07,0.03,0.0,0.01,0.11
10144,Virtua Fighter Cg Portrait Series Vol.1: Sarah Bryant,Sat,1995.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11
10145,Kousoku Card Battle: Card Hero,Ds,2007.0,Strategy,Nintendo,0.0,0.0,0.11,0.0,0.11
10146,Airforce Delta Strike,Ps2,2004.0,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11
10147,Dora'S Big Birthday Adventure,Wii,2010.0,Misc,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11
10148,Tokimeki Memorial: Girl'S Side 2Nd Season,Ds,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10149,Disney'S Peter Pan: Return To Never Land,Gba,2002.0,Platform,Ubisoft,0.08,0.03,0.0,0.0,0.11
10150,The Fairly Odd Parents: Breakin Da Rules,Xb,2003.0,Platform,Thq,0.08,0.02,0.0,0.0,0.11
10151,Monkey Island: Special Edition Collection,Ps3,2011.0,Adventure,Activision,0.0,0.08,0.0,0.03,0.11
10152,Capcom Vs. Snk 2 Eo,Gc,2002.0,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11
10153,Hot Wheels Velocity X,Gc,2002.0,Racing,Thq,0.09,0.02,0.0,0.0,0.11
10154,Super Run For Money Tousouchuu Atsumare! Saikyou No Tousou Monotachi,3Ds,2015.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10155,Spyborgs,Wii,2009.0,Action,Capcom,0.1,0.01,0.0,0.01,0.11
10156,American Girl: Julie Finds A Way,Ds,2007.0,Adventure,Thq,0.1,0.0,0.0,0.01,0.11
10157,Contra Advance: The Alien Wars Ex,Gba,2002.0,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0,0.11
10158,Jikkyou Powerful Pro Baseball 2016,Ps3,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10159,The History Channel: Battle For The Pacific,Wii,2007.0,Shooter,Activision,0.1,0.0,0.0,0.01,0.11
10160,18 Wheels Of Steel: Extreme Trucker 2,Pc,2011.0,Racing,Other Publishers,0.08,0.02,0.0,0.01,0.11
10161,Happy Feet Two,3Ds,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11
10162,Army Men: Rts,Ps2,2002.0,Strategy,Other Publishers,0.05,0.04,0.0,0.01,0.11
10163,Mobile Suit Gundam: Ms Sensen 0079,Wii,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10164,Pinball Hall Of Fame: The Williams Collection,Psp,2008.0,Misc,Other Publishers,0.09,0.01,0.0,0.01,0.11
10165,Space Chimps,X360,2008.0,Platform,Other Publishers,0.1,0.0,0.0,0.01,0.11
10166,The Spiderwick Chronicles,X360,2008.0,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11
10167,Project Cars,Pc,2015.0,Racing,Other Publishers,0.0,0.1,0.0,0.01,0.11
10168,Green Lantern: Rise Of The Manhunters,Ds,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11
10169,Eragon,Psp,2006.0,Action,Vivendi Games,0.1,0.0,0.0,0.01,0.11
10170,Shin Kamaitachi No Yoru: 11 Hitome No Suspect,Ps3,2011.0,Adventure,Thq,0.0,0.0,0.11,0.0,0.11
10171,Guitar Rock Tour,Ds,2007.0,Misc,Other Publishers,0.1,0.0,0.0,0.01,0.11
10172,Mortal Kombat: Deception,Gc,2005.0,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11
10173,Espn Nhl Hockey,Xb,2003.0,Sports,Sega,0.08,0.02,0.0,0.0,0.11
10174,Monster Lab,Ps2,2008.0,Role-Playing,Eidos Interactive,0.05,0.04,0.0,0.01,0.11
10175,Xxx,Gba,2002.0,Action,Activision,0.08,0.03,0.0,0.0,0.11
10176,Machinarium,Pc,2009.0,Adventure,Other Publishers,0.0,0.09,0.0,0.02,0.11
10177,The Smurfs 2,Ps3,2013.0,Platform,Ubisoft,0.02,0.07,0.0,0.02,0.11
10178,Maximum Force,Ps,1997.0,Shooter,Other Publishers,0.06,0.04,0.0,0.01,0.11
10179,Ncis 3D,3Ds,2011.0,Adventure,Ubisoft,0.06,0.04,0.0,0.01,0.11
10180,Worms Forts: Under Siege,Ps2,2004.0,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11
10181,Alvin And The Chipmunks: Chipwrecked,Ds,2011.0,Misc,505 Games,0.07,0.03,0.0,0.01,0.11
10182,Totally Spies! Totally Party,Wii,2008.0,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.11
10183,Smash Court Tennis 3,X360,2007.0,Sports,Atari,0.08,0.02,0.0,0.01,0.11
10184,Atv Quad Kings,Ds,2010.0,Racing,Other Publishers,0.1,0.0,0.0,0.01,0.11
10185,Naruto Shippuden: Naruto Vs. Sasuke,Ds,2008.0,Action,Other Publishers,0.08,0.0,0.03,0.01,0.11
10186,Dualpensports,3Ds,2011.0,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11
10187,Project: Snowblind,Xb,2005.0,Action,Eidos Interactive,0.08,0.02,0.0,0.0,0.11
10188,Astro Boy: The Video Game,Ps2,2009.0,Action,D3Publisher,0.05,0.04,0.0,0.01,0.11
10189,Hop,Ds,2011.0,Platform,505 Games,0.09,0.01,0.0,0.01,0.11
10190,Brave Story: New Traveler (Us Sales),Psp,2006.0,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11
10191,Disney'S Extreme Skate Adventure,Xb,2003.0,Sports,Activision,0.08,0.02,0.0,0.0,0.11
10192,Tales Of Phantasia (Ps1 & Psp Versions),Psp,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10193,Kouchuu Ouja Mushi King: Super Collection,Ds,2007.0,Action,Sega,0.0,0.0,0.11,0.0,0.11
10194,The Adventures Of Jimmy Neutron Boy Genius: Jet Fusion,Gc,2003.0,Action,Thq,0.09,0.02,0.0,0.0,0.11
10195,Pac-Man World 2,Gba,2005.0,Action,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
10196,Yoostar2,Ps3,2011.0,Misc,Unknown,0.04,0.05,0.0,0.02,0.11
10197,Avatar: The Last Airbender,Psp,2006.0,Adventure,Thq,0.1,0.0,0.0,0.01,0.11
10198,Odama,Gc,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11
10199,Karaoke Revolution Presents American Idol Encore,X360,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
10200,Flatout: Ultimate Carnage,X360,2007.0,Racing,Empire Interactive,0.07,0.03,0.0,0.01,0.11
10201,Mobile Light Force 2,Ps2,2002.0,Shooter,Other Publishers,0.05,0.04,0.0,0.01,0.11
10202,Naval Ops: Warship Gunner,Ps2,2003.0,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11
10203,Soma Bringer,Ds,2008.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11
10204,"Sesame Street: Ready, Set, Grover!",Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10205,Shin Sangoku Musou 6 Special,Psp,2011.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10206,The Penguins Of Madagascar: Dr. Blowhole Returns - Again!,X360,2011.0,Action,Thq,0.07,0.03,0.0,0.01,0.11
10207,Go! Sudoku (Jp Sales),Psp,2005.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11
10208,Ea Replay,Psp,2006.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.11
10209,Paws & Claws Pet Vet: Australian Adventures,Ds,2009.0,Simulation,Thq,0.1,0.0,0.0,0.01,0.11
10210,Bionicle Heroes,Gc,2006.0,Shooter,Eidos Interactive,0.08,0.02,0.0,0.0,0.11
10211,Trauma Center: Under The Knife 2,Ds,2008.0,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11
10212,Puss In Boots,Ds,2011.0,Action,Thq,0.09,0.01,0.0,0.01,0.11
10213,Split/Second,Psp,2010.0,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11
10214,The Croods: Prehistoric Party!,Wii,2013.0,Misc,D3Publisher,0.03,0.07,0.0,0.01,0.11
10215,The King Of Fighters 2000/2001,Ps2,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,0.11
10216,Lunacy,Sat,1996.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
10217,Batman & Robin,Ps,1998.0,Action,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10218,Snowboard Kids 2,N64,1999.0,Sports,Atlus,0.09,0.02,0.0,0.0,0.11
10219,Tonic Trouble,N64,1999.0,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11
10220,Nuclear Strike 64,N64,1999.0,Simulation,Thq,0.09,0.02,0.0,0.0,0.11
10221,Chameleon Twist,N64,1997.0,Platform,Other Publishers,0.09,0.02,0.0,0.0,0.11
10222,Top Gear Rally 2,N64,1999.0,Racing,Other Publishers,0.09,0.02,0.0,0.0,0.11
10223,Chopper Attack,N64,1997.0,Action,Other Publishers,0.09,0.02,0.0,0.0,0.11
10224,Vigilante 8: 2Nd Offense,N64,2000.0,Racing,Activision,0.09,0.02,0.0,0.0,0.11
10225,Fighting Force 64,N64,1999.0,Action,Crave Entertainment,0.09,0.02,0.0,0.0,0.11
10226,Thief (2014),Pc,2014.0,Action,Square Enix,0.0,0.09,0.0,0.02,0.11
10227,Rock Band: Metal Track Pack,Wii,2009.0,Misc,Other Publishers,0.1,0.0,0.0,0.01,0.11
10228,Pac-Man And The Ghostly Adventures 2,Ps3,2014.0,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.02,0.11
10229,Blazblue: Calamity Trigger Portable,Psp,2010.0,Fighting,Other Publishers,0.07,0.01,0.03,0.01,0.11
10230,Night At The Museum: Battle Of The Smithsonian,X360,2009.0,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11
10231,Street Fighter Collection,Sat,1996.0,Fighting,Capcom,0.0,0.0,0.11,0.0,0.11
10232,Ninja Assault,Ps2,2002.0,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11
10233,Tales Of Berseria,Ps3,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10234,Samurai Warriors 4,Psv,2014.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10235,Gungriffon Blaze,Ps2,2000.0,Simulation,Other Publishers,0.05,0.04,0.0,0.01,0.11
10236,Higurashi No Naku Koro Ni Matsuri,Ps2,2007.0,Adventure,Other Publishers,0.0,0.0,0.11,0.0,0.11
10237,Frontier Gate,Psp,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10238,Transformers: Devastation,Ps3,2015.0,Action,Activision,0.03,0.07,0.0,0.02,0.11
10239,Top Angler: Real Bass Fishing,Ps2,2002.0,Sports,Other Publishers,0.05,0.04,0.0,0.01,0.11
10240,Gabrielle'S Ghostly Groove 3D,3Ds,2011.0,Adventure,Other Publishers,0.08,0.02,0.0,0.01,0.11
10241,Michael Phelps: Push The Limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.0,0.01,0.11
10242,Breakout,Ps,1999.0,Puzzle,Other Publishers,0.06,0.04,0.0,0.01,0.11
10243,Frogger: Helmet Chaos,Psp,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
10244,Akb48+Me,3Ds,2012.0,Action,Unknown,0.0,0.0,0.11,0.0,0.11
10245,Touch Detective 2 1/2,Ds,2007.0,Adventure,505 Games,0.09,0.0,0.01,0.01,0.11
10246,Alias,Ps2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11
10247,Planet 51,X360,2009.0,Action,Sega,0.07,0.03,0.0,0.01,0.11
10248,Call Of Juarez: The Cartel,Pc,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11
10249,Sakura Taisen Hanagumi Tsuushin,Sat,1997.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11
10250,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,Gba,2004.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11
10251,Tornado Outbreak,Wii,2009.0,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
10252,Pimp My Ride,X360,2006.0,Racing,Activision,0.1,0.01,0.0,0.01,0.11
10253,Michael Jackson: The Experience,Psv,2011.0,Misc,Ubisoft,0.05,0.04,0.0,0.02,0.11
10254,Astro Boy: The Video Game,Wii,2009.0,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11
10255,Outlaw Golf: Nine Holes Of Christmas,Xb,2002.0,Sports,Other Publishers,0.08,0.02,0.0,0.0,0.11
10256,Nhl Rivals 2004,Xb,2003.0,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11
10257,X-Men: Next Dimension,Xb,2002.0,Fighting,Activision,0.08,0.02,0.0,0.0,0.11
10258,Tyco Rc: Assault With A Battery,Ps,1999.0,Racing,Other Publishers,0.06,0.04,0.0,0.01,0.11
10259,Felony 11-79,Ps,1997.0,Racing,Other Publishers,0.06,0.04,0.0,0.01,0.11
10260,Terraria,Psv,2013.0,Action,Other Publishers,0.0,0.01,0.09,0.0,0.11
10261,Classic Road,Snes,1993.0,Sports,Other Publishers,0.0,0.0,0.11,0.0,0.11
10262,Bust-A-Move Ds,Ds,2005.0,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11
10263,Nicktoons: Unite!,Ds,2006.0,Adventure,Thq,0.1,0.0,0.0,0.01,0.11
10264,Simanimals Africa,Ds,2009.0,Simulation,Electronic Arts,0.08,0.02,0.0,0.01,0.11
10265,Death Jr.: Root Of Evil,Wii,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11
10266,One Piece: Burning Blood,Psv,2016.0,Fighting,Namco Bandai Games,0.0,0.03,0.07,0.01,0.11
10267,Panzer Dragoon Saga,Sat,1997.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11
10268,Sonic Generations,Pc,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11
